2021-02-24 13:59:41,113 - /python/flask_test/utils/logger.py[line:70] - INFO: 


		新启动运行T2021-02-24 13:59:41.113139



2021-02-24 14:00:02,135 - /python/flask_test/controller/send_request_test.py[line:29] - INFO: {'name': 'send1', 'id': '0', 'new_time': 1614146402.1352565, 'stop_time': '1', 'info': 'start'}
2021-02-24 14:00:16,350 - /python/flask_test/controller/send_request_test.py[line:29] - INFO: {'name': 'send1', 'id': '13', 'new_time': 1614146416.350742, 'stop_time': '1', 'info': 'start'}
2021-02-24 14:00:16,747 - /python/flask_test/controller/send_request_test.py[line:29] - INFO: {'name': 'send2', 'id': '1000', 'new_time': 1614146416.7473397, 'stop_time': '0', 'info': 'start'}
2021-02-24 14:00:16,777 - /python/flask_test/controller/send_request_test.py[line:33] - INFO: {'name': 'send2', 'id': '1000', 'new_time': 1614146416.7771297, 'stop_time': '0', 'info': 'stop'}
2021-02-24 14:00:16,792 - /python/flask_test/controller/send_request_test.py[line:29] - INFO: {'name': 'send2', 'id': '1001', 'new_time': 1614146416.792479, 'stop_time': '0', 'info': 'start'}
2021-02-24 14:00:16,818 - /python/flask_test/controller/send_request_test.py[line:33] - INFO: {'name': 'send2', 'id': '1001', 'new_time': 1614146416.8180108, 'stop_time': '0', 'info': 'stop'}
2021-02-24 14:00:16,834 - /python/flask_test/controller/send_request_test.py[line:29] - INFO: {'name': 'send2', 'id': '1002', 'new_time': 1614146416.8342373, 'stop_time': '0', 'info': 'start'}
2021-02-24 14:00:16,860 - /python/flask_test/controller/send_request_test.py[line:33] - INFO: {'name': 'send2', 'id': '1002', 'new_time': 1614146416.8602269, 'stop_time': '0', 'info': 'stop'}
2021-02-24 14:00:16,874 - /python/flask_test/controller/send_request_test.py[line:29] - INFO: {'name': 'send2', 'id': '1003', 'new_time': 1614146416.8747618, 'stop_time': '0', 'info': 'start'}
2021-02-24 14:00:16,899 - /python/flask_test/controller/send_request_test.py[line:33] - INFO: {'name': 'send2', 'id': '1003', 'new_time': 1614146416.899243, 'stop_time': '0', 'info': 'stop'}
2021-02-24 14:00:16,915 - /python/flask_test/controller/send_request_test.py[line:29] - INFO: {'name': 'send2', 'id': '1004', 'new_time': 1614146416.9151263, 'stop_time': '0', 'info': 'start'}
2021-02-24 14:00:16,933 - /python/flask_test/controller/send_request_test.py[line:33] - INFO: {'name': 'send2', 'id': '1004', 'new_time': 1614146416.9339213, 'stop_time': '0', 'info': 'stop'}
2021-02-24 14:00:16,950 - /python/flask_test/controller/send_request_test.py[line:29] - INFO: {'name': 'send2', 'id': '1005', 'new_time': 1614146416.9509144, 'stop_time': '0', 'info': 'start'}
2021-02-24 14:00:16,974 - /python/flask_test/controller/send_request_test.py[line:33] - INFO: {'name': 'send2', 'id': '1005', 'new_time': 1614146416.9740126, 'stop_time': '0', 'info': 'stop'}
2021-02-24 14:00:16,994 - /python/flask_test/controller/send_request_test.py[line:29] - INFO: {'name': 'send2', 'id': '1006', 'new_time': 1614146416.9943218, 'stop_time': '0', 'info': 'start'}
2021-02-24 14:00:17,012 - /python/flask_test/controller/send_request_test.py[line:33] - INFO: {'name': 'send2', 'id': '1006', 'new_time': 1614146417.0128536, 'stop_time': '0', 'info': 'stop'}
2021-02-24 14:00:17,029 - /python/flask_test/controller/send_request_test.py[line:29] - INFO: {'name': 'send2', 'id': '1007', 'new_time': 1614146417.029473, 'stop_time': '0', 'info': 'start'}
2021-02-24 14:00:17,057 - /python/flask_test/controller/send_request_test.py[line:33] - INFO: {'name': 'send2', 'id': '1007', 'new_time': 1614146417.0571504, 'stop_time': '0', 'info': 'stop'}
2021-02-24 14:00:17,073 - /python/flask_test/controller/send_request_test.py[line:29] - INFO: {'name': 'send2', 'id': '1008', 'new_time': 1614146417.073831, 'stop_time': '0', 'info': 'start'}
2021-02-24 14:00:17,101 - /python/flask_test/controller/send_request_test.py[line:33] - INFO: {'name': 'send2', 'id': '1008', 'new_time': 1614146417.1017747, 'stop_time': '0', 'info': 'stop'}
2021-02-24 14:00:17,118 - /python/flask_test/controller/send_request_test.py[line:29] - INFO: {'name': 'send2', 'id': '1009', 'new_time': 1614146417.1182992, 'stop_time': '0', 'info': 'start'}
2021-02-24 14:00:17,142 - /python/flask_test/controller/send_request_test.py[line:33] - INFO: {'name': 'send2', 'id': '1009', 'new_time': 1614146417.1423614, 'stop_time': '0', 'info': 'stop'}
2021-02-24 14:00:17,156 - /python/flask_test/controller/send_request_test.py[line:29] - INFO: {'name': 'send2', 'id': '1010', 'new_time': 1614146417.156709, 'stop_time': '0', 'info': 'start'}
2021-02-24 14:00:17,391 - /python/flask_test/controller/send_request_test.py[line:33] - INFO: {'name': 'send2', 'id': '1010', 'new_time': 1614146417.3916337, 'stop_time': '0', 'info': 'stop'}
2021-02-24 14:00:17,400 - /python/flask_test/controller/send_request_test.py[line:33] - INFO: {'name': 'send1', 'id': '13', 'new_time': 1614146417.4001293, 'stop_time': '1', 'info': 'stop'}
2021-02-24 14:00:17,419 - /python/flask_test/controller/send_request_test.py[line:29] - INFO: {'name': 'send2', 'id': '1011', 'new_time': 1614146417.4197223, 'stop_time': '0', 'info': 'start'}
2021-02-24 14:00:17,421 - /python/flask_test/controller/send_request_test.py[line:29] - INFO: {'name': 'send1', 'id': '14', 'new_time': 1614146417.4210792, 'stop_time': '1', 'info': 'start'}
2021-02-24 14:00:17,442 - /python/flask_test/controller/send_request_test.py[line:33] - INFO: {'name': 'send2', 'id': '1011', 'new_time': 1614146417.4423103, 'stop_time': '0', 'info': 'stop'}
2021-02-24 14:00:17,459 - /python/flask_test/controller/send_request_test.py[line:29] - INFO: {'name': 'send2', 'id': '1012', 'new_time': 1614146417.4593143, 'stop_time': '0', 'info': 'start'}
2021-02-24 14:00:17,481 - /python/flask_test/controller/send_request_test.py[line:33] - INFO: {'name': 'send2', 'id': '1012', 'new_time': 1614146417.4813695, 'stop_time': '0', 'info': 'stop'}
2021-02-24 14:00:17,498 - /python/flask_test/controller/send_request_test.py[line:29] - INFO: {'name': 'send2', 'id': '1013', 'new_time': 1614146417.4981124, 'stop_time': '0', 'info': 'start'}
2021-02-24 14:00:17,533 - /python/flask_test/controller/send_request_test.py[line:33] - INFO: {'name': 'send2', 'id': '1013', 'new_time': 1614146417.5335472, 'stop_time': '0', 'info': 'stop'}
2021-02-24 14:00:17,548 - /python/flask_test/controller/send_request_test.py[line:29] - INFO: {'name': 'send2', 'id': '1014', 'new_time': 1614146417.5486882, 'stop_time': '0', 'info': 'start'}
2021-02-24 14:00:17,562 - /python/flask_test/controller/send_request_test.py[line:33] - INFO: {'name': 'send2', 'id': '1014', 'new_time': 1614146417.5629542, 'stop_time': '0', 'info': 'stop'}
2021-02-24 14:00:17,578 - /python/flask_test/controller/send_request_test.py[line:29] - INFO: {'name': 'send2', 'id': '1015', 'new_time': 1614146417.5789657, 'stop_time': '0', 'info': 'start'}
2021-02-24 14:00:17,623 - /python/flask_test/controller/send_request_test.py[line:33] - INFO: {'name': 'send2', 'id': '1015', 'new_time': 1614146417.623471, 'stop_time': '0', 'info': 'stop'}
2021-02-24 14:00:17,641 - /python/flask_test/controller/send_request_test.py[line:29] - INFO: {'name': 'send2', 'id': '1016', 'new_time': 1614146417.641524, 'stop_time': '0', 'info': 'start'}
2021-02-24 14:00:17,877 - /python/flask_test/controller/send_request_test.py[line:33] - INFO: {'name': 'send2', 'id': '1016', 'new_time': 1614146417.8770747, 'stop_time': '0', 'info': 'stop'}
2021-02-24 14:00:17,893 - /python/flask_test/controller/send_request_test.py[line:29] - INFO: {'name': 'send2', 'id': '1017', 'new_time': 1614146417.8934276, 'stop_time': '0', 'info': 'start'}
2021-02-24 14:00:17,918 - /python/flask_test/controller/send_request_test.py[line:33] - INFO: {'name': 'send2', 'id': '1017', 'new_time': 1614146417.918429, 'stop_time': '0', 'info': 'stop'}
2021-02-24 14:00:17,934 - /python/flask_test/controller/send_request_test.py[line:29] - INFO: {'name': 'send2', 'id': '1018', 'new_time': 1614146417.9340692, 'stop_time': '0', 'info': 'start'}
2021-02-24 14:00:17,954 - /python/flask_test/controller/send_request_test.py[line:33] - INFO: {'name': 'send2', 'id': '1018', 'new_time': 1614146417.9545047, 'stop_time': '0', 'info': 'stop'}
2021-02-24 14:00:17,969 - /python/flask_test/controller/send_request_test.py[line:29] - INFO: {'name': 'send2', 'id': '1019', 'new_time': 1614146417.9692142, 'stop_time': '0', 'info': 'start'}
2021-02-24 14:00:17,993 - /python/flask_test/controller/send_request_test.py[line:33] - INFO: {'name': 'send2', 'id': '1019', 'new_time': 1614146417.9936965, 'stop_time': '0', 'info': 'stop'}
2021-02-24 14:00:18,007 - /python/flask_test/controller/send_request_test.py[line:29] - INFO: {'name': 'send2', 'id': '1020', 'new_time': 1614146418.0074446, 'stop_time': '0', 'info': 'start'}
2021-02-24 14:00:18,244 - /python/flask_test/controller/send_request_test.py[line:33] - INFO: {'name': 'send2', 'id': '1020', 'new_time': 1614146418.2444375, 'stop_time': '0', 'info': 'stop'}
2021-02-24 14:00:18,261 - /python/flask_test/controller/send_request_test.py[line:29] - INFO: {'name': 'send2', 'id': '1021', 'new_time': 1614146418.2613492, 'stop_time': '0', 'info': 'start'}
2021-02-24 14:00:18,282 - /python/flask_test/controller/send_request_test.py[line:33] - INFO: {'name': 'send2', 'id': '1021', 'new_time': 1614146418.282446, 'stop_time': '0', 'info': 'stop'}
2021-02-24 14:00:18,296 - /python/flask_test/controller/send_request_test.py[line:29] - INFO: {'name': 'send2', 'id': '1022', 'new_time': 1614146418.296787, 'stop_time': '0', 'info': 'start'}
2021-02-24 14:00:18,317 - /python/flask_test/controller/send_request_test.py[line:33] - INFO: {'name': 'send2', 'id': '1022', 'new_time': 1614146418.3173387, 'stop_time': '0', 'info': 'stop'}
2021-02-24 14:00:18,331 - /python/flask_test/controller/send_request_test.py[line:29] - INFO: {'name': 'send2', 'id': '1023', 'new_time': 1614146418.331639, 'stop_time': '0', 'info': 'start'}
2021-02-24 14:00:18,361 - /python/flask_test/controller/send_request_test.py[line:33] - INFO: {'name': 'send2', 'id': '1023', 'new_time': 1614146418.361808, 'stop_time': '0', 'info': 'stop'}
2021-02-24 14:00:18,380 - /python/flask_test/controller/send_request_test.py[line:29] - INFO: {'name': 'send2', 'id': '1024', 'new_time': 1614146418.3803966, 'stop_time': '0', 'info': 'start'}
2021-02-24 14:00:18,401 - /python/flask_test/controller/send_request_test.py[line:33] - INFO: {'name': 'send2', 'id': '1024', 'new_time': 1614146418.401808, 'stop_time': '0', 'info': 'stop'}
2021-02-24 14:00:18,415 - /python/flask_test/controller/send_request_test.py[line:29] - INFO: {'name': 'send2', 'id': '1025', 'new_time': 1614146418.4158132, 'stop_time': '0', 'info': 'start'}
2021-02-24 14:00:18,452 - /python/flask_test/controller/send_request_test.py[line:29] - INFO: {'name': 'send3', 'id': '2000', 'new_time': 1614146418.4523845, 'stop_time': '0', 'info': 'start'}
2021-02-24 14:00:18,457 - /python/flask_test/controller/send_request_test.py[line:33] - INFO: {'name': 'send1', 'id': '14', 'new_time': 1614146418.4578998, 'stop_time': '1', 'info': 'stop'}
2021-02-24 14:00:18,459 - /python/flask_test/controller/send_request_test.py[line:33] - INFO: {'name': 'send2', 'id': '1025', 'new_time': 1614146418.459921, 'stop_time': '0', 'info': 'stop'}
2021-02-24 14:00:18,475 - /python/flask_test/controller/send_request_test.py[line:29] - INFO: {'name': 'send1', 'id': '15', 'new_time': 1614146418.4755526, 'stop_time': '1', 'info': 'start'}
2021-02-24 14:00:18,477 - /python/flask_test/controller/send_request_test.py[line:29] - INFO: {'name': 'send2', 'id': '1026', 'new_time': 1614146418.4774518, 'stop_time': '0', 'info': 'start'}
2021-02-24 14:00:18,512 - /python/flask_test/controller/send_request_test.py[line:33] - INFO: {'name': 'send2', 'id': '1026', 'new_time': 1614146418.5121078, 'stop_time': '0', 'info': 'stop'}
2021-02-24 14:00:18,530 - /python/flask_test/controller/send_request_test.py[line:33] - INFO: {'name': 'send3', 'id': '2000', 'new_time': 1614146418.5300252, 'stop_time': '0', 'info': 'stop'}
2021-02-24 14:00:18,532 - /python/flask_test/controller/send_request_test.py[line:29] - INFO: {'name': 'send2', 'id': '1027', 'new_time': 1614146418.5320034, 'stop_time': '0', 'info': 'start'}
2021-02-24 14:00:18,545 - /python/flask_test/controller/send_request_test.py[line:29] - INFO: {'name': 'send3', 'id': '2001', 'new_time': 1614146418.5458658, 'stop_time': '0', 'info': 'start'}
2021-02-24 14:00:18,551 - /python/flask_test/controller/send_request_test.py[line:33] - INFO: {'name': 'send2', 'id': '1027', 'new_time': 1614146418.5517304, 'stop_time': '0', 'info': 'stop'}
2021-02-24 14:00:18,560 - /python/flask_test/controller/send_request_test.py[line:33] - INFO: {'name': 'send3', 'id': '2001', 'new_time': 1614146418.5600135, 'stop_time': '0', 'info': 'stop'}
2021-02-24 14:00:18,565 - /python/flask_test/controller/send_request_test.py[line:29] - INFO: {'name': 'send2', 'id': '1028', 'new_time': 1614146418.565919, 'stop_time': '0', 'info': 'start'}
2021-02-24 14:00:18,578 - /python/flask_test/controller/send_request_test.py[line:29] - INFO: {'name': 'send3', 'id': '2002', 'new_time': 1614146418.5786896, 'stop_time': '0', 'info': 'start'}
2021-02-24 14:00:18,592 - /python/flask_test/controller/send_request_test.py[line:33] - INFO: {'name': 'send3', 'id': '2002', 'new_time': 1614146418.592517, 'stop_time': '0', 'info': 'stop'}
2021-02-24 14:00:18,608 - /python/flask_test/controller/send_request_test.py[line:29] - INFO: {'name': 'send3', 'id': '2003', 'new_time': 1614146418.6083567, 'stop_time': '0', 'info': 'start'}
2021-02-24 14:00:18,634 - /python/flask_test/controller/send_request_test.py[line:33] - INFO: {'name': 'send3', 'id': '2003', 'new_time': 1614146418.634266, 'stop_time': '0', 'info': 'stop'}
2021-02-24 14:00:18,649 - /python/flask_test/controller/send_request_test.py[line:29] - INFO: {'name': 'send3', 'id': '2004', 'new_time': 1614146418.64929, 'stop_time': '0', 'info': 'start'}
2021-02-24 14:00:18,891 - /python/flask_test/controller/send_request_test.py[line:33] - INFO: {'name': 'send3', 'id': '2004', 'new_time': 1614146418.8919368, 'stop_time': '0', 'info': 'stop'}
2021-02-24 14:00:18,907 - /python/flask_test/controller/send_request_test.py[line:29] - INFO: {'name': 'send3', 'id': '2005', 'new_time': 1614146418.907189, 'stop_time': '0', 'info': 'start'}
2021-02-24 14:00:18,926 - /python/flask_test/controller/send_request_test.py[line:33] - INFO: {'name': 'send3', 'id': '2005', 'new_time': 1614146418.9264421, 'stop_time': '0', 'info': 'stop'}
2021-02-24 14:00:18,941 - /python/flask_test/controller/send_request_test.py[line:29] - INFO: {'name': 'send3', 'id': '2006', 'new_time': 1614146418.9417896, 'stop_time': '0', 'info': 'start'}
2021-02-24 14:00:19,181 - /python/flask_test/controller/send_request_test.py[line:33] - INFO: {'name': 'send3', 'id': '2006', 'new_time': 1614146419.1817222, 'stop_time': '0', 'info': 'stop'}
2021-02-24 14:00:19,197 - /python/flask_test/controller/send_request_test.py[line:29] - INFO: {'name': 'send3', 'id': '2007', 'new_time': 1614146419.1979494, 'stop_time': '0', 'info': 'start'}
2021-02-24 14:00:19,211 - /python/flask_test/controller/send_request_test.py[line:33] - INFO: {'name': 'send3', 'id': '2007', 'new_time': 1614146419.2115452, 'stop_time': '0', 'info': 'stop'}
2021-02-24 14:00:19,218 - /python/flask_test/controller/send_request_test.py[line:33] - INFO: {'name': 'send2', 'id': '1028', 'new_time': 1614146419.2188654, 'stop_time': '0', 'info': 'stop'}
2021-02-24 14:00:19,227 - /python/flask_test/controller/send_request_test.py[line:29] - INFO: {'name': 'send3', 'id': '2008', 'new_time': 1614146419.227205, 'stop_time': '0', 'info': 'start'}
2021-02-24 14:00:19,236 - /python/flask_test/controller/send_request_test.py[line:29] - INFO: {'name': 'send2', 'id': '1029', 'new_time': 1614146419.2363768, 'stop_time': '0', 'info': 'start'}
2021-02-24 14:00:19,250 - /python/flask_test/controller/send_request_test.py[line:33] - INFO: {'name': 'send2', 'id': '1029', 'new_time': 1614146419.2507396, 'stop_time': '0', 'info': 'stop'}
2021-02-24 14:00:19,266 - /python/flask_test/controller/send_request_test.py[line:29] - INFO: {'name': 'send2', 'id': '1030', 'new_time': 1614146419.2661068, 'stop_time': '0', 'info': 'start'}
2021-02-24 14:00:19,454 - /python/flask_test/controller/send_request_test.py[line:33] - INFO: {'name': 'send3', 'id': '2008', 'new_time': 1614146419.4546657, 'stop_time': '0', 'info': 'stop'}
2021-02-24 14:00:19,470 - /python/flask_test/controller/send_request_test.py[line:29] - INFO: {'name': 'send3', 'id': '2009', 'new_time': 1614146419.4702356, 'stop_time': '0', 'info': 'start'}
2021-02-24 14:00:19,496 - /python/flask_test/controller/send_request_test.py[line:33] - INFO: {'name': 'send3', 'id': '2009', 'new_time': 1614146419.4961078, 'stop_time': '0', 'info': 'stop'}
2021-02-24 14:00:19,518 - /python/flask_test/controller/send_request_test.py[line:29] - INFO: {'name': 'send3', 'id': '2010', 'new_time': 1614146419.5182016, 'stop_time': '0', 'info': 'start'}
2021-02-24 14:00:19,620 - /python/flask_test/controller/send_request_test.py[line:33] - INFO: {'name': 'send3', 'id': '2010', 'new_time': 1614146419.6208687, 'stop_time': '0', 'info': 'stop'}
2021-02-24 14:00:19,635 - /python/flask_test/controller/send_request_test.py[line:29] - INFO: {'name': 'send3', 'id': '2011', 'new_time': 1614146419.6351004, 'stop_time': '0', 'info': 'start'}
2021-02-24 14:00:19,655 - /python/flask_test/controller/send_request_test.py[line:33] - INFO: {'name': 'send3', 'id': '2011', 'new_time': 1614146419.6556094, 'stop_time': '0', 'info': 'stop'}
2021-02-24 14:00:19,670 - /python/flask_test/controller/send_request_test.py[line:29] - INFO: {'name': 'send3', 'id': '2012', 'new_time': 1614146419.669997, 'stop_time': '0', 'info': 'start'}
2021-02-24 14:00:19,694 - /python/flask_test/controller/send_request_test.py[line:33] - INFO: {'name': 'send3', 'id': '2012', 'new_time': 1614146419.6940045, 'stop_time': '0', 'info': 'stop'}
2021-02-24 14:00:19,709 - /python/flask_test/controller/send_request_test.py[line:29] - INFO: {'name': 'send3', 'id': '2013', 'new_time': 1614146419.7096415, 'stop_time': '0', 'info': 'start'}
2021-02-24 14:00:19,720 - /python/flask_test/controller/send_request_test.py[line:33] - INFO: {'name': 'send1', 'id': '15', 'new_time': 1614146419.720269, 'stop_time': '1', 'info': 'stop'}
2021-02-24 14:00:19,735 - /python/flask_test/controller/send_request_test.py[line:33] - INFO: {'name': 'send3', 'id': '2013', 'new_time': 1614146419.7356772, 'stop_time': '0', 'info': 'stop'}
2021-02-24 14:00:19,758 - /python/flask_test/controller/send_request_test.py[line:29] - INFO: {'name': 'send1', 'id': '16', 'new_time': 1614146419.7587733, 'stop_time': '1', 'info': 'start'}
2021-02-24 14:00:19,765 - /python/flask_test/controller/send_request_test.py[line:29] - INFO: {'name': 'send3', 'id': '2014', 'new_time': 1614146419.76536, 'stop_time': '0', 'info': 'start'}
2021-02-24 14:00:19,922 - /python/flask_test/controller/send_request_test.py[line:33] - INFO: {'name': 'send2', 'id': '1030', 'new_time': 1614146419.9222026, 'stop_time': '0', 'info': 'stop'}
2021-02-24 14:00:19,997 - /python/flask_test/controller/send_request_test.py[line:33] - INFO: {'name': 'send3', 'id': '2014', 'new_time': 1614146419.9977477, 'stop_time': '0', 'info': 'stop'}
2021-02-24 14:00:20,014 - /python/flask_test/controller/send_request_test.py[line:29] - INFO: {'name': 'send3', 'id': '2015', 'new_time': 1614146420.0141332, 'stop_time': '0', 'info': 'start'}
2021-02-24 14:00:20,029 - /python/flask_test/controller/send_request_test.py[line:33] - INFO: {'name': 'send3', 'id': '2015', 'new_time': 1614146420.029839, 'stop_time': '0', 'info': 'stop'}
2021-02-24 14:00:20,043 - /python/flask_test/controller/send_request_test.py[line:29] - INFO: {'name': 'send3', 'id': '2016', 'new_time': 1614146420.043399, 'stop_time': '0', 'info': 'start'}
2021-02-24 14:00:20,151 - /python/flask_test/controller/send_request_test.py[line:29] - INFO: {'name': 'send2', 'id': '1031', 'new_time': 1614146420.1517065, 'stop_time': '0', 'info': 'start'}
2021-02-24 14:00:20,169 - /python/flask_test/controller/send_request_test.py[line:33] - INFO: {'name': 'send2', 'id': '1031', 'new_time': 1614146420.1691062, 'stop_time': '0', 'info': 'stop'}
2021-02-24 14:00:20,184 - /python/flask_test/controller/send_request_test.py[line:29] - INFO: {'name': 'send2', 'id': '1032', 'new_time': 1614146420.1839833, 'stop_time': '0', 'info': 'start'}
2021-02-24 14:00:20,206 - /python/flask_test/controller/send_request_test.py[line:33] - INFO: {'name': 'send2', 'id': '1032', 'new_time': 1614146420.2061257, 'stop_time': '0', 'info': 'stop'}
2021-02-24 14:00:20,224 - /python/flask_test/controller/send_request_test.py[line:29] - INFO: {'name': 'send2', 'id': '1033', 'new_time': 1614146420.2249558, 'stop_time': '0', 'info': 'start'}
2021-02-24 14:00:20,238 - /python/flask_test/controller/send_request_test.py[line:33] - INFO: {'name': 'send2', 'id': '1033', 'new_time': 1614146420.2389195, 'stop_time': '0', 'info': 'stop'}
2021-02-24 14:00:20,255 - /python/flask_test/controller/send_request_test.py[line:29] - INFO: {'name': 'send2', 'id': '1034', 'new_time': 1614146420.2554972, 'stop_time': '0', 'info': 'start'}
2021-02-24 14:00:20,276 - /python/flask_test/controller/send_request_test.py[line:33] - INFO: {'name': 'send2', 'id': '1034', 'new_time': 1614146420.2762463, 'stop_time': '0', 'info': 'stop'}
2021-02-24 14:00:20,279 - /python/flask_test/controller/send_request_test.py[line:33] - INFO: {'name': 'send3', 'id': '2016', 'new_time': 1614146420.279715, 'stop_time': '0', 'info': 'stop'}
2021-02-24 14:00:20,292 - /python/flask_test/controller/send_request_test.py[line:29] - INFO: {'name': 'send2', 'id': '1035', 'new_time': 1614146420.292094, 'stop_time': '0', 'info': 'start'}
2021-02-24 14:00:20,296 - /python/flask_test/controller/send_request_test.py[line:29] - INFO: {'name': 'send3', 'id': '2017', 'new_time': 1614146420.2962458, 'stop_time': '0', 'info': 'start'}
2021-02-24 14:00:20,306 - /python/flask_test/controller/send_request_test.py[line:33] - INFO: {'name': 'send2', 'id': '1035', 'new_time': 1614146420.3062944, 'stop_time': '0', 'info': 'stop'}
2021-02-24 14:00:20,309 - /python/flask_test/controller/send_request_test.py[line:33] - INFO: {'name': 'send3', 'id': '2017', 'new_time': 1614146420.309184, 'stop_time': '0', 'info': 'stop'}
2021-02-24 14:00:20,323 - /python/flask_test/controller/send_request_test.py[line:29] - INFO: {'name': 'send2', 'id': '1036', 'new_time': 1614146420.323614, 'stop_time': '0', 'info': 'start'}
